company_1,company_2,similarity,distance
Berkshire Hathaway,Ant Group,0.15791647,0.8420835
5C,Gousto,0.1576011,0.8423989
Multiverse Computing,Gousto,0.15751804,0.842482
Cohere,Acronis,0.15749559,0.8425044
Perplexity,Einride,0.15735355,0.8426465
Alibaba,Qualified,0.15729833,0.8427017
Cerebras,Qualified,0.15672831,0.8432717
Wayve,Qualified,0.15668462,0.84331536
Einride,Cambricon Technologies,0.15634426,0.8436557
DentalMonitoring,Cognism,0.15618151,0.8438185
Cohere,Harvey,0.15605967,0.8439403
Acronis,Tessl,0.1559477,0.8440523
Einride,2CRSI,0.15555048,0.8444495
Applied Intuition,Y combinator,0.15551075,0.8444892
Black Forest Labs,Qualified,0.15536433,0.84463567
ARM Holdings,Qualified,0.15525822,0.84474176
DentalMonitoring,Black Forest AI GmbH,0.15516812,0.8448319
Alibaba,Prophesee,0.15508601,0.84491396
DeepL,Prophesee,0.15473647,0.84526354
Procore,Aqemia,0.1544406,0.8455594
BuildOps,Tessl,0.15403369,0.84596634
Fal,Lightspeed,0.15358783,0.8464122
Harvey,Prophesee,0.15352707,0.8464729
PhotoRoom,Qualcomm,0.1532834,0.8467166
ByteDance,Procore,0.15322343,0.8467766
Y combinator,Sidetrade,0.15317352,0.8468265
DentalMonitoring,PlanRadar,0.1529699,0.8470301
Waymo,Adobe,0.1525999,0.84740007
RobCo GmbH,Tessl,0.15215385,0.84784615
Owkin,PlanRadar,0.15213755,0.8478625
Gousto,BuildOps,0.15189822,0.8481018
01.AI,Qualified,0.15189177,0.84810823
Exotec,DentalMonitoring,0.15165001,0.84835
Harvey,DentalMonitoring,0.15163194,0.84836805
Adobe,SiPearl,0.15162787,0.8483721
Nabla,PlanRadar,0.15160982,0.84839016
Prophesee,PlanRadar,0.15133196,0.84866804
Alibaba,Waymo,0.15131614,0.84868383
Berkshire Hathaway,Cognism,0.15116015,0.8488399
Berkshire Hathaway,RobCo GmbH,0.15107499,0.848925
Cohere,Qualcomm,0.15086237,0.84913766
BenevolentAI,Fal,0.15065432,0.8493457
Scale AI,YouTube,0.15051283,0.8494872
Adobe,Xelix,0.15051004,0.8494899
Gousto,Black Forest AI GmbH,0.1504441,0.8495559
Y combinator,Cambricon Technologies,0.1503286,0.84967136
Cohere,DentalMonitoring,0.15024187,0.84975815
Multiverse Computing,DeepL,0.1502096,0.8497904
MiniMax,Babylon,0.15008882,0.8499112
Parloa,Prophesee,0.14969614,0.8503039
Procore,Ant Group,0.14935064,0.85064936
Berkshire Hathaway,Sakana AI,0.14928278,0.8507172
Palantir,Cambricon Technologies,0.14903893,0.8509611
Owkin,Qualcomm,0.14896141,0.8510386
Babylon,Sakana AI,0.14894876,0.8510512
Perplexity AI,BuildOps,0.1487907,0.8512093
Sidetrade,Prophesee,0.14863984,0.85136014
Palantir,Indium,0.14817877,0.85182124
Xelix,PlanRadar,0.1481538,0.8518462
Waymo,Procore,0.14815132,0.85184866
Qualcomm,Prophesee,0.1477764,0.85222363
Harvey,Tessl,0.1471584,0.8528416
Y combinator,Exotec,0.14712305,0.85287696
ContentSquare,Text,0.14708853,0.8529115
Babylon,DeepL,0.1468086,0.8531914
Berkshire Hathaway,BenevolentAI,0.14655738,0.8534426
Harvey,Nabla,0.14632949,0.8536705
Einride,Cognism,0.1462243,0.8537757
Harvey,Text,0.14598028,0.8540197
Exotec,Qualcomm,0.14560997,0.85439
Shift Technology,Fal,0.14550115,0.85449886
PolyAI,Text,0.14548942,0.85451055
Babylon,Gousto,0.14514591,0.8548541
Alibaba,Gousto,0.14508572,0.8549143
Physical Intelligence,Fal,0.14499557,0.85500443
Berkshire Hathaway,Physical Intelligence,0.14471203,0.85528797
Perplexity,Text,0.1446047,0.8553953
Berkshire Hathaway,Synthesia,0.14434813,0.85565186
SiPearl,PlanRadar,0.14434607,0.85565394
DeepL,Cambricon Technologies,0.14432035,0.85567963
Aleph Alpha,DentalMonitoring,0.14420931,0.8557907
Aleph Alpha,PhotoRoom,0.14418389,0.8558161
BuildOps,Xelix,0.14398839,0.8560116
DeepL,Qualified,0.1436869,0.8563131
Applied Intuition,DeepL,0.14319433,0.8568057
DentalMonitoring,Qualified,0.14309488,0.8569051
Alibaba,Owkin,0.14306532,0.85693467
Einride,BuildOps,0.14301364,0.85698634
Sakana AI,Indium,0.14295416,0.8570458
Gousto,Appen,0.14286545,0.8571346
BuildOps,SiPearl,0.14276144,0.85723853
Acronis,DentalMonitoring,0.14212744,0.85787255
DeepL,DentalMonitoring,0.14193594,0.85806406
Babylon,Y combinator,0.14172307,0.85827696
RobCo GmbH,Nabla,0.14143568,0.8585643
Fal,Owkin,0.1413448,0.8586552
ManoMano,Text,0.14126715,0.8587328
Aqemia,PlanRadar,0.14118041,0.8588196
2CRSI,DentalMonitoring,0.14112298,0.858877
BuildOps,Nabla,0.14103551,0.8589645
UiPath,Gousto,0.14098641,0.85901356
Fal,Indium,0.14097545,0.8590245
Anthropic,Babylon,0.14090025,0.85909975
BenevolentAI,DentalMonitoring,0.14079477,0.85920525
Harvey,Multiverse Computing,0.14066118,0.8593388
PolyAI,Einride,0.14063385,0.8593662
Perplexity,Y combinator,0.14056374,0.8594363
Indium,Qualcomm,0.13984321,0.8601568
YouTube,Exotec,0.1391545,0.8608455
YouTube,Perplexity AI,0.13904409,0.8609559
Cambricon Technologies,PlanRadar,0.13889667,0.8611033
Cohere,Text,0.13885038,0.8611496
Perplexity,Cognism,0.13867457,0.86132544
Einride,Perplexity AI,0.13841055,0.86158943
Gousto,Fal,0.13816454,0.8618355
Anthropic,Qualcomm,0.13814062,0.8618594
YouTube,Perplexity,0.13790528,0.8620947
Mistral AI,Qualcomm,0.1375953,0.8624047
Harvey,Xelix,0.13740972,0.8625903
Adobe,Aqemia,0.13728833,0.86271167
DeepL,Text,0.1370926,0.8629074
Acronis,Y combinator,0.13661937,0.8633806
ContentSquare,Hailo Technologies,0.1365899,0.8634101
RobCo GmbH,SiPearl,0.13655536,0.8634446
Shift Technology,Palantir,0.1363092,0.8636908
YouTube,Gousto,0.13613126,0.8638687
Acronis,Einride,0.13560908,0.8643909
Multiverse Computing,Glean,0.1356005,0.8643995
PhotoRoom,Text,0.13557138,0.86442864
YouTube,PolyAI,0.13542433,0.8645757
YouTube,Oracle,0.13476819,0.8652318
Acronis,DeepL,0.1345986,0.8654014
YouTube,Owkin,0.1341978,0.86580217
Mistral AI,YouTube,0.13384657,0.8661534
Scale AI,Text,0.13353999,0.86646
Multiverse Computing,Apollo,0.13336568,0.8666343
RobCo GmbH,Xelix,0.13321155,0.86678845
Qualcomm,Appen,0.1326832,0.8673168
Parloa,Ant Group,0.13268001,0.86732
Celonis,Text,0.13243598,0.867564
Nscale,Harvey,0.13223827,0.86776173
Databricks,Acronis,0.13211489,0.8678851
Einride,Gousto,0.13185087,0.86814916
Harvey,SiPearl,0.13162029,0.8683797
Qualcomm,Comand AI,0.13130754,0.86869246
2CRSI,Qualcomm,0.13130158,0.8686984
Text,Qualified,0.1312129,0.8687871
Scale AI,Qualcomm,0.13103394,0.86896604
Babylon,Hugging Face,0.1309802,0.8690198
Text,Qualcomm,0.13054867,0.86945134
Exotec,SiPearl,0.1302288,0.8697712
Perplexity,Gousto,0.13007462,0.8699254
PhotoRoom,Fal,0.12994257,0.87005746
Fal,Cognism,0.12985739,0.8701426
Alibaba,DeepL,0.12974648,0.8702535
1X Technologies,Fal,0.12974495,0.87025505
Exotec,Nabla,0.12960656,0.87039346
Perplexity AI,PlanRadar,0.12960067,0.87039936
ContentSquare,Nabla,0.12955466,0.8704454
Synthesia,Fal,0.12949906,0.8705009
Nscale,Babylon,0.12928474,0.87071526
ContentSquare,Tessl,0.12871565,0.87128437
ManoMano,Gousto,0.12869932,0.8713007
Nscale,DentalMonitoring,0.12837014,0.87162983
Qualcomm,Qualified,0.12828004,0.87171996
Harvey,Acronis,0.12817018,0.8718298
Babylon,PlanRadar,0.12802973,0.8719703
Babylon,Oracle,0.12781243,0.87218755
YouTube,Prophesee,0.12774695,0.87225306
Exotec,Xelix,0.1276535,0.8723465
Parloa,ARM Holdings,0.12760605,0.87239397
PhotoRoom,Gousto,0.12744458,0.87255543
YouTube,RobCo GmbH,0.12696807,0.8730319
Y combinator,Fal,0.12686893,0.87313104
Babylon,2CRSI,0.12678596,0.873214
Exotec,Tessl,0.12674387,0.87325615
Harvey,Glean,0.12658685,0.87341315
Waymo,Qualified,0.12641701,0.87358296
Qualcomm,Ant Group,0.1264116,0.8735884
PhotoRoom,Tessl,0.12640107,0.87359893
Nscale,YouTube,0.12639354,0.87360644
YouTube,Sakana AI,0.12559241,0.8744076
Multiverse Computing,Cognism,0.12558481,0.87441516
ContentSquare,Sakana AI,0.12549487,0.87450516
Babylon,Synthesia,0.124957874,0.87504214
Waymo,Y combinator,0.124666795,0.8753332
YouTube,Parloa,0.12388969,0.8761103
Multiverse Computing,PlanRadar,0.12357527,0.87642473
Babylon,1X Technologies,0.12347872,0.8765213
Fal,Cambricon Technologies,0.12340975,0.87659025
YouTube,Babylon,0.12326067,0.8767393
Anthropic,DentalMonitoring,0.12310373,0.87689626
YouTube,Sidetrade,0.12305202,0.876948
Babylon,5C,0.12279638,0.87720364
Hailo Technologies,DentalMonitoring,0.122625455,0.87737453
Y combinator,Perplexity AI,0.12260969,0.8773903
Perplexity,Fal,0.122434415,0.87756556
Alibaba,Multiverse Computing,0.12212516,0.87787485
YouTube,1X Technologies,0.1220042,0.8779958
AMD,DentalMonitoring,0.12200376,0.87799627
Harvey,Clay,0.12196199,0.878038
Text,H Company,0.12159887,0.87840116
ContentSquare,Aleph Alpha,0.121451996,0.878548
ContentSquare,SiPearl,0.12132345,0.87867653
Berkshire Hathaway,Waymo,0.12120385,0.87879616
DentalMonitoring,SiPearl,0.12068544,0.87931454
Shift Technology,Gousto,0.12065912,0.8793409
Alibaba,Acronis,0.12054362,0.8794564
Alibaba,Harvey,0.12038235,0.87961763
Text,Adobe,0.12036631,0.87963367
Cohere,Babylon,0.120337136,0.8796629
DentalMonitoring,Tessl,0.120242804,0.87975717
ContentSquare,Xelix,0.12022848,0.87977153
Fal,Palantir,0.12008743,0.87991256
Lightspeed,Qualcomm,0.11915348,0.8808465
Aleph Alpha,Cambricon Technologies,0.11869631,0.88130367
Databricks,Qualcomm,0.11855241,0.8814476
Acronis,Gousto,0.11823625,0.88176376
Gousto,Ant Group,0.11769513,0.88230485
Acronis,01.AI,0.11747801,0.882522
YouTube,Y combinator,0.117104426,0.8828956
Synthesia,Text,0.11698965,0.8830103
Applied Intuition,Qualcomm,0.116795085,0.88320494
ContentSquare,Cambricon Technologies,0.11674277,0.8832572
Acronis,Oracle,0.1159309,0.8840691
Einride,Fal,0.11554395,0.88445604
ByteDance,Shift Technology,0.115181595,0.88481843
ContentSquare,Einride,0.11482096,0.88517904
Babylon,AMD,0.11454657,0.88545346
Multiverse Computing,Fal,0.11446888,0.8855311
DentalMonitoring,Nabla,0.114465944,0.88553405
Glean,Hailo Technologies,0.114247896,0.8857521
Babylon,01.AI,0.11422746,0.8857725
Berkshire Hathaway,Clay,0.11409129,0.8859087
PlanRadar,Ant Group,0.11380532,0.8861947
DentalMonitoring,Xelix,0.11338644,0.88661355
Berkshire Hathaway,Groq,0.11328034,0.88671964
ARM Holdings,DentalMonitoring,0.11327837,0.8867216
Databricks,Gousto,0.11242116,0.88757885
Scale AI,Babylon,0.11169787,0.88830215
Applied Intuition,Gousto,0.11152982,0.8884702
Babylon,Acronis,0.1112285,0.8887715
Glean,Black Forest Labs,0.111132294,0.88886774
RobCo GmbH,Gousto,0.11105869,0.8889413
Fal,Black Forest AI GmbH,0.11100258,0.88899744
Mistral AI,Text,0.11079745,0.88920254
YouTube,Shift Technology,0.11024498,0.889755
Acronis,Qualified,0.109657906,0.8903421
DeepL,Qualcomm,0.109469086,0.89053094
YouTube,BuildOps,0.10917248,0.89082754
Gousto,Comand AI,0.109088406,0.8909116
Nscale,Einride,0.10900811,0.89099187
Berkshire Hathaway,2CRSI,0.10898422,0.89101577
Cognism,Ant Group,0.108749546,0.89125043
Waymo,Mistral AI,0.108400926,0.89159906
Text,Comand AI,0.1081981,0.8918019
PhotoRoom,SiPearl,0.10790181,0.8920982
Text,Appen,0.10779638,0.8922036
AMI - Advanced Machine Intelligence,Gousto,0.107599184,0.8924008
Databricks,Fal,0.107575566,0.89242446
Multiverse Computing,Indium,0.10743503,0.89256495
Perplexity AI,Cognism,0.10714559,0.8928544
Black Forest Labs,Gousto,0.10708913,0.89291084
Gousto,Indium,0.10695525,0.89304477
01.AI,Gousto,0.10678198,0.89321804
Multiverse Computing,Procore,0.10660626,0.89339375
01.AI,Qualcomm,0.10652997,0.89347005
YouTube,Appen,0.10628058,0.89371943
YouTube,2CRSI,0.10626638,0.8937336
Qualified,Cambricon Technologies,0.105465114,0.8945349
AMI - Advanced Machine Intelligence,Text,0.10454953,0.8954505
H Company,Qualcomm,0.104290806,0.8957092
PhotoRoom,Nabla,0.10405213,0.8959479
01.AI,Fal,0.103860565,0.89613944
Babylon,Clay,0.10342216,0.89657784
Gousto,Cambricon Technologies,0.103418685,0.8965813
Y combinator,Qualcomm,0.10331012,0.8966899
Multiverse Computing,Clay,0.10285308,0.89714694
ContentSquare,Qualcomm,0.10263239,0.8973676
MiniMax,Qualcomm,0.10181884,0.89818114
Berkshire Hathaway,PolyAI,0.10006388,0.89993614
ByteDance,Fal,0.09985413,0.9001459
Text,Cambricon Technologies,0.09955605,0.900444
Harvey,2CRSI,0.099309035,0.900691
Aqemia,Qualified,0.09821467,0.9017853
PhotoRoom,Xelix,0.09820423,0.90179574
Babylon,ARM Holdings,0.09819324,0.9018068
Acronis,Parloa,0.09807483,0.90192515
Y combinator,Gousto,0.09803074,0.90196925
Parloa,Qualcomm,0.09777149,0.90222853
Gousto,ARM Holdings,0.09759259,0.9024074
Text,Lightspeed,0.09682485,0.9031752
Oracle,Qualcomm,0.09653068,0.9034693
PolyAI,Qualcomm,0.09651798,0.903482
Babylon,Comand AI,0.096135825,0.90386415
Sidetrade,Qualcomm,0.09529461,0.9047054
DeepL,Adobe,0.09516149,0.9048385
Perplexity AI,Fal,0.094461784,0.9055382
Alibaba,Y combinator,0.09436154,0.90563846
Celonis,Gousto,0.094129086,0.9058709
Berkshire Hathaway,PhotoRoom,0.0940056,0.9059944
Berkshire Hathaway,Alibaba,0.094004445,0.90599555
Harvey,Qualcomm,0.09373904,0.90626097
Berkshire Hathaway,Adobe,0.09357328,0.9064267
DeepL,Ant Group,0.09336697,0.906633
Hugging Face,Text,0.093232885,0.90676713
Glean,RobCo GmbH,0.092989124,0.90701085
ManoMano,Qualcomm,0.092671126,0.90732884
Gousto,Qualcomm,0.092542,0.907458
Fal,Prophesee,0.092249334,0.90775067
RobCo GmbH,Fal,0.09205093,0.9079491
Cerebras,Text,0.09196656,0.90803343
Babylon,Palantir,0.09154636,0.90845364
YouTube,DentalMonitoring,0.091322355,0.90867764
YouTube,Black Forest AI GmbH,0.09119356,0.90880644
YouTube,Harvey,0.09088878,0.9091112
ByteDance,Babylon,0.0901747,0.9098253
Oracle,DentalMonitoring,0.090136066,0.90986395
Groq,Babylon,0.089812,0.910188
Qualcomm,Nabla,0.089602076,0.91039795
Babylon,Procore,0.08933584,0.91066414
Einride,Clay,0.089093916,0.9109061
Glean,Black Forest AI GmbH,0.08905487,0.9109451
Harvey,Babylon,0.088858254,0.91114175
PolyAI,Gousto,0.08867486,0.91132516
Berkshire Hathaway,Apollo,0.08865936,0.91134065
ContentSquare,ARM Holdings,0.088554144,0.91144586
Qualcomm,Tessl,0.0876607,0.9123393
Berkshire Hathaway,Gousto,0.08598227,0.91401774
Berkshire Hathaway,Harvey,0.08593265,0.9140673
Qualcomm,Xelix,0.08592205,0.91407794
YouTube,PlanRadar,0.08588699,0.914113
Babylon,Adobe,0.08586726,0.9141327
Glean,Sakana AI,0.085769,0.914231
AMD,Glean,0.08558179,0.9144182
5C,DentalMonitoring,0.08549688,0.9145031
YouTube,Palantir,0.08543821,0.9145618
Nscale,Glean,0.085305676,0.9146943
Y combinator,DentalMonitoring,0.083958454,0.91604155
MiniMax,Glean,0.08352902,0.916471
Waymo,Babylon,0.08337626,0.9166237
01.AI,Text,0.08329658,0.9167034
Babylon,PolyAI,0.08273026,0.9172697
AMD,Qualified,0.082684666,0.91731536
Mistral AI,Gousto,0.08230668,0.9176933
UiPath,Glean,0.08199807,0.91800195
Mistral AI,Fal,0.08191806,0.91808194
ByteDance,Perplexity AI,0.08179771,0.9182023
DentalMonitoring,Ant Group,0.08124006,0.91875994
Berkshire Hathaway,Acronis,0.0804953,0.9195047
Fal,Nabla,0.08014947,0.9198505
Sakana AI,Gousto,0.07990877,0.9200912
Shift Technology,Qualcomm,0.07975321,0.9202468
Groq,Text,0.07972955,0.92027044
1X Technologies,Glean,0.07947589,0.9205241
Berkshire Hathaway,Cambricon Technologies,0.07939312,0.92060685
Fal,Tessl,0.07911793,0.92088205
Cambricon Technologies,Tessl,0.07910637,0.9208936
Physical Intelligence,Glean,0.078375995,0.921624
Harvey,Gousto,0.078089796,0.9219102
YouTube,Procore,0.0774394,0.9225606
Multiverse Computing,Shift Technology,0.077392995,0.922607
Qualified,Prophesee,0.07710826,0.92289174
Aleph Alpha,Qualcomm,0.07699935,0.92300063
ContentSquare,Harvey,0.076575994,0.923424
UiPath,YouTube,0.075710125,0.9242899
Berkshire Hathaway,Prophesee,0.074847244,0.9251528
SiPearl,Cambricon Technologies,0.07473501,0.925265
Acronis,Qualcomm,0.07454803,0.925452
Oracle,Cambricon Technologies,0.07444596,0.92555404
Berkshire Hathaway,World Labs,0.074296996,0.925703
Perplexity AI,Gousto,0.07381568,0.9261843
YouTube,Multiverse Computing,0.07362052,0.9263795
Qualcomm,SiPearl,0.07309496,0.92690504
Cambricon Technologies,Nabla,0.072667286,0.9273327
Glean,Cognism,0.07200886,0.92799115
Fal,SiPearl,0.071366355,0.92863363
Waymo,Multiverse Computing,0.07116757,0.9288324
Fal,Xelix,0.07102416,0.9289758
Text,Palantir,0.07095128,0.9290487
Clay,Qualcomm,0.07021822,0.9297818
Oracle,Gousto,0.07019407,0.92980593
Babylon,Lightspeed,0.06995371,0.9300463
Text,Fal,0.06990117,0.93009883
Berkshire Hathaway,Aqemia,0.06973505,0.93026495
UiPath,Qualcomm,0.0689099,0.9310901
Babylon,BuildOps,0.0687486,0.9312514
Oracle,Fal,0.068695806,0.9313042
Glean,BenevolentAI,0.06852719,0.9314728
UiPath,Text,0.06841837,0.9315816
YouTube,Applied Intuition,0.06802338,0.9319766
BenevolentAI,Qualcomm,0.06785794,0.9321421
YouTube,Comand AI,0.06750201,0.932498
Parloa,Cambricon Technologies,0.067457564,0.93254244
Xelix,Cambricon Technologies,0.06733689,0.9326631
Berkshire Hathaway,Lightspeed,0.0660707,0.9339293
MiniMax,Text,0.06598377,0.9340162
Cohere,Glean,0.0658399,0.9341601
Berkshire Hathaway,Indium,0.065740325,0.93425965
5C,Text,0.0655482,0.9344518
RobCo GmbH,Text,0.06484753,0.9351525
ByteDance,SiPearl,0.064506635,0.93549335
OpenAI,Babylon,0.0644116,0.9355884
Sidetrade,Text,0.064171486,0.9358285
YouTube,Qualcomm,0.06405983,0.93594015
Glean,Procore,0.063772045,0.936228
ByteDance,Xelix,0.06367348,0.9363265
Cerebras,DentalMonitoring,0.06363953,0.9363605
World Labs,Gousto,0.06334833,0.93665165
Berkshire Hathaway,Owkin,0.063330255,0.93666977
Parloa,Xelix,0.060764015,0.939236
Berkshire Hathaway,Babylon,0.060323246,0.93967676
Waymo,Oracle,0.05911646,0.9408835
Babylon,Owkin,0.05904063,0.9409594
Cerebras,Gousto,0.05822748,0.9417725
Text,Nabla,0.05809795,0.94190204
Einride,Parloa,0.05758999,0.94241
Parloa,Nabla,0.05747861,0.9425214
Gousto,PlanRadar,0.05649485,0.94350517
Celonis,YouTube,0.056275915,0.9437241
Berkshire Hathaway,Procore,0.056200285,0.94379973
Text,Apollo,0.05613207,0.9438679
Mistral AI,Babylon,0.055802733,0.9441973
Sakana AI,Qualcomm,0.054470588,0.9455294
Databricks,Babylon,0.054462757,0.94553727
Parloa,Tessl,0.054451905,0.9455481
ContentSquare,Babylon,0.05398999,0.94601
Text,Tessl,0.053773034,0.94622695
Text,BuildOps,0.053133175,0.9468668
YouTube,Cambricon Technologies,0.052971907,0.9470281
Parloa,SiPearl,0.05277725,0.94722277
ByteDance,Tessl,0.05261643,0.9473836
Databricks,DentalMonitoring,0.052224074,0.9477759
Berkshire Hathaway,Glean,0.05161649,0.9483835
Multiverse Computing,DentalMonitoring,0.051447608,0.94855237
OpenAI,Text,0.050826102,0.9491739
Gousto,Text,0.050395414,0.9496046
Cerebras,YouTube,0.049947586,0.95005244
Glean,DeepL,0.049747847,0.9502522
Wayve,Qualcomm,0.048932515,0.9510675
Berkshire Hathaway,Applied Intuition,0.048545115,0.9514549
Berkshire Hathaway,Shift Technology,0.04793754,0.9520625
Qualcomm,PlanRadar,0.047032584,0.9529674
Babylon,Qualified,0.046880964,0.95311904
Waymo,Text,0.046006434,0.95399356
Gousto,Prophesee,0.045910735,0.9540893
Glean,PlanRadar,0.045624398,0.9543756
World Labs,Glean,0.04550992,0.95449007
Babylon,Aleph Alpha,0.04535559,0.95464444
Glean,H Company,0.04487721,0.95512277
Text,SiPearl,0.04397269,0.9560273
Gousto,Nabla,0.04396723,0.95603275
Babylon,Ant Group,0.04376193,0.9562381
YouTube,AMI - Advanced Machine Intelligence,0.04366222,0.9563378
Wayve,YouTube,0.043018762,0.95698124
ByteDance,Nabla,0.043013647,0.95698637
Gousto,Tessl,0.042715397,0.9572846
YouTube,Xelix,0.042572893,0.9574271
AMD,Text,0.042498913,0.9575011
YouTube,ARM Holdings,0.041679353,0.9583206
Gousto,SiPearl,0.041511346,0.95848864
Waymo,YouTube,0.041227836,0.9587722
Text,Owkin,0.041015044,0.958985
YouTube,Aqemia,0.04078801,0.959212
Gousto,Xelix,0.0404866,0.9595134
5C,Glean,0.040455528,0.9595445
Babylon,Fal,0.040298913,0.95970106
Babylon,Cognism,0.04019015,0.95980984
Procore,Qualcomm,0.040135674,0.9598643
Text,Xelix,0.039768815,0.9602312
Berkshire Hathaway,ContentSquare,0.03962755,0.96037245
YouTube,SiPearl,0.039062727,0.96093726
Glean,ARM Holdings,0.03837099,0.96162903
2CRSI,Text,0.038270697,0.9617293
Glean,01.AI,0.038259126,0.96174085
Perplexity,Qualcomm,0.037720814,0.9622792
Babylon,PhotoRoom,0.037393544,0.96260643
Glean,Owkin,0.0373063,0.9626937
Einride,Qualified,0.036955412,0.9630446
Shift Technology,Text,0.036848787,0.9631512
Glean,Qualified,0.036650635,0.96334934
Wayve,Text,0.035923652,0.96407634
Glean,Adobe,0.03585395,0.9641461
AMI - Advanced Machine Intelligence,Babylon,0.03573344,0.96426654
YouTube,Tessl,0.035641726,0.96435827
Hailo Technologies,Text,0.03551763,0.96448237
Glean,Aleph Alpha,0.0351873,0.9648127
Alibaba,Text,0.034250546,0.96574944
AMD,Gousto,0.034132797,0.9658672
Babylon,Appen,0.03362365,0.96637636
Einride,Qualcomm,0.031600766,0.9683992
YouTube,Nabla,0.03143558,0.9685644
Physical Intelligence,Babylon,0.031418394,0.9685816
Procore,Gousto,0.03069275,0.96930724
Exotec,Text,0.030376865,0.96962315
Glean,Prophesee,0.03026906,0.9697309
OpenAI,Glean,0.029737135,0.9702629
World Labs,Babylon,0.029403877,0.97059613
Babylon,Prophesee,0.029344812,0.9706552
YouTube,ManoMano,0.02897105,0.9710289
Text,ARM Holdings,0.02789653,0.9721035
Text,Cognism,0.027834844,0.97216517
Glean,Einride,0.02717365,0.97282636
Babylon,Apollo,0.02640015,0.97359985
Berkshire Hathaway,Perplexity,0.02608747,0.97391254
Glean,Parloa,0.02560261,0.97439736
Physical Intelligence,Text,0.024084505,0.9759155
Babylon,RobCo GmbH,0.023965301,0.9760347
Text,Aqemia,0.023761777,0.97623825
Babylon,Black Forest Labs,0.022440199,0.9775598
Berkshire Hathaway,Qualcomm,0.022263085,0.9777369
AMI - Advanced Machine Intelligence,Glean,0.022169258,0.97783077
YouTube,Fal,0.021695683,0.9783043
ContentSquare,AMD,0.020946462,0.97905356
Anthropic,Glean,0.019688249,0.98031175
ByteDance,DentalMonitoring,0.017994018,0.98200595
Databricks,Glean,0.017479945,0.98252004
Text,DentalMonitoring,0.017280763,0.98271924
Wayve,Glean,0.01715926,0.9828407
Berkshire Hathaway,DeepL,0.017114379,0.9828856
Babylon,Black Forest AI GmbH,0.016918955,0.98308104
Alibaba,DentalMonitoring,0.0149073545,0.98509264
Perplexity AI,Qualcomm,0.014444881,0.9855551
Text,Black Forest AI GmbH,0.012978486,0.9870215
YouTube,Indium,0.012377812,0.9876222
Glean,Aqemia,0.012131592,0.9878684
Mistral AI,Glean,0.011872885,0.9881271
1X Technologies,Text,0.010824851,0.98917514
ByteDance,Text,0.010173208,0.9898268
Fal,DentalMonitoring,0.009466667,0.99053335
Berkshire Hathaway,Parloa,0.0094003705,0.99059963
Databricks,Text,0.009282469,0.99071753
Babylon,Parloa,0.008984308,0.9910157
Cerebras,Glean,0.0077814865,0.9922185
Adobe,Qualcomm,0.0073687024,0.9926313
Text,Clay,0.0060934555,0.99390656
Babylon,Einride,0.0042365687,0.9957634
Glean,Ant Group,0.0038697326,0.9961303
Applied Intuition,Glean,0.0029028761,0.99709713
Physical Intelligence,Gousto,0.0026639157,0.9973361
YouTube,AMD,0.0013019713,0.99869806
Palantir,DentalMonitoring,0.0012241149,0.9987759
Glean,Synthesia,0.00087121857,0.99912876
Scale AI,Glean,-0.0019716013,1.0019716
YouTube,Acronis,-0.002472391,1.0024724
Berkshire Hathaway,YouTube,-0.0025088703,1.0025089
Berkshire Hathaway,Fal,-0.0034062108,1.0034062
Glean,BuildOps,-0.0040428047,1.0040429
Babylon,Exotec,-0.0048241024,1.0048242
Celonis,Babylon,-0.005883159,1.0058832
DentalMonitoring,Qualcomm,-0.0066673993,1.0066674
Procore,Text,-0.008494267,1.0084943
Einride,Text,-0.008899305,1.0088993
Babylon,ManoMano,-0.008993214,1.0089933
Oracle,Text,-0.009187502,1.0091875
Anthropic,Text,-0.009853668,1.0098537
Text,Prophesee,-0.010685787,1.0106858
Perplexity,Babylon,-0.01162977,1.0116298
Glean,Hugging Face,-0.015279112,1.015279
Celonis,Glean,-0.015341811,1.0153418
ByteDance,Harvey,-0.017182073,1.0171821
AMD,Parloa,-0.017645065,1.0176451
Sakana AI,Text,-0.017752215,1.0177522
Multiverse Computing,Text,-0.0177917,1.0177917
Alibaba,Babylon,-0.018147048,1.018147
Glean,Qualcomm,-0.01841809,1.0184181
Cerebras,Babylon,-0.019685518,1.0196855
Einride,DentalMonitoring,-0.020712582,1.0207126
Glean,Nabla,-0.02193994,1.02194
Babylon,Text,-0.022006443,1.0220064
Black Forest Labs,Text,-0.022423502,1.0224235
Glean,Indium,-0.02277143,1.0227715
Glean,Exotec,-0.024771715,1.0247717
Babylon,Shift Technology,-0.026717246,1.0267172
Glean,Oracle,-0.026999207,1.0269992
Glean,Acronis,-0.027719364,1.0277194
Acronis,Text,-0.027945781,1.0279458
Babylon,Cambricon Technologies,-0.02821854,1.0282185
Glean,Cambricon Technologies,-0.029882208,1.0298822
Gousto,DentalMonitoring,-0.031961475,1.0319614
YouTube,Einride,-0.0331091,1.0331091
Glean,Xelix,-0.03380382,1.0338038
Waymo,Glean,-0.035709698,1.0357097
Babylon,Perplexity AI,-0.037456237,1.0374563
Berkshire Hathaway,Perplexity AI,-0.040177587,1.0401776
Perplexity,Glean,-0.04073015,1.0407301
YouTube,Text,-0.040772855,1.0407729
