name,Berkshire Hathaway,ByteDance,OpenAI,Alibaba,Waymo,Databricks,Scale AI,Anthropic,Cerebras,Nscale,Wayve,Physical Intelligence,UiPath,Celonis,YouTube,Cohere,MiniMax,Groq,ContentSquare,World Labs,Harvey,Perplexity,Multiverse Computing,AMI - Advanced Machine Intelligence,Babylon,Applied Intuition,5C,1X Technologies,AMD,Glean,PolyAI,ManoMano,Acronis,Einride,2CRSI,Y combinator,Parloa,BenevolentAI,Synthesia,Perplexity AI,01.AI,Aleph Alpha,Sidetrade,Shift Technology,Hailo Technologies,Black Forest Labs,RobCo GmbH,PhotoRoom,Exotec,DeepL,Procore,Hugging Face,Sakana AI,Gousto,Text,Fal,Owkin,Indium,Lightspeed,ARM Holdings,Adobe,H Company,Apollo,BuildOps,Clay,DentalMonitoring,Black Forest AI GmbH,Aqemia,Qualcomm,Appen,Qualified,Xelix,SiPearl,Cognism,Prophesee,Comand AI,Cambricon Technologies,Tessl,Nabla,PlanRadar,Ant Group
PhotoRoom,0.9059944,0.70020086,0.58412445,0.6896436,0.79267716,0.5584223,0.4948203,0.5554328,0.66976464,0.6323987,0.6369867,0.48815924,0.71407855,0.6738715,0.73720837,0.68185174,0.6037514,0.6543032,0.6477662,0.55654114,0.75852954,0.6956429,0.7261889,0.60039157,0.96260643,0.7102426,0.6093136,0.64212054,0.7216755,1.0584731,0.6939883,0.49127805,0.7233263,0.79758924,0.6609095,0.71565104,0.7485812,0.6960081,0.49751413,0.72906464,0.65454227,0.8558161,0.73283696,0.60390985,0.5755115,0.48200893,0.5737701,0.0,0.6711445,0.8049227,0.71085215,0.5721966,0.6828129,0.87255543,0.86442864,0.87005746,0.6188551,0.5882292,0.5215911,0.61164486,0.4972427,0.6696595,0.5766685,0.61851573,0.6281445,0.76925576,0.67557144,0.7166933,0.8467166,0.6789798,0.7761147,0.90179574,0.8920982,0.60695827,0.38697886,0.65755665,0.59385407,0.87359893,0.8959479,0.65180457,0.8007072
Exotec,0.82269216,0.6874357,0.53871644,0.6644149,0.64021593,0.69320214,0.5561142,0.65322477,0.61725223,0.7367245,0.59709203,0.61463547,0.62086695,0.53237927,0.86084557,0.72450733,0.65904146,0.5752651,0.673193,0.7351481,0.7952435,0.6706573,0.8363858,0.61220473,1.004824,0.51165617,0.7105113,0.5411942,0.76278996,1.0247717,0.64507824,0.580634,0.661151,0.7436509,0.6346717,0.85287696,0.6300107,0.72396946,0.56327474,0.7100457,0.6693767,0.7312879,0.6210952,0.65614575,0.5794165,0.6760028,0.4207517,0.6711445,0.0,0.792405,0.78648883,0.6184296,0.73683286,0.74601364,0.9696231,0.7236062,0.72521555,0.66271615,0.5935791,0.6806159,0.7073655,0.51505727,0.6798439,0.51030517,0.57294524,0.84835005,0.594964,0.65684474,0.85439,0.6161119,0.77102864,0.8723465,0.8697713,0.783739,0.8098039,0.6641462,0.7128288,0.8732562,0.8703935,0.7285826,0.68283427
DeepL,0.9828856,0.8396276,0.6182097,0.87025344,0.7724456,0.68444896,0.7240311,0.640522,0.82731324,0.72891986,0.62737846,0.7373859,0.813089,0.7902339,0.8381746,0.67554235,0.65315044,0.6611721,0.78537625,0.627041,0.73821723,0.68471175,0.8497904,0.7033458,0.8531914,0.8568057,0.67875063,0.7629711,0.822515,0.9502522,0.78307337,0.8077191,0.8654014,0.8362383,0.74430865,0.7881777,0.75776243,0.7830893,0.6586569,0.73792756,0.6736747,0.6432044,0.72169316,0.72704166,0.6860442,0.67619026,0.8004831,0.8049227,0.792405,0.0,0.8075774,0.6773481,0.7518947,0.7749404,0.8629074,0.82848656,0.7325059,0.7196795,0.68363327,0.8834136,0.9048385,0.70568943,0.7685537,0.7908434,0.7901796,0.85806406,0.710722,0.6881188,0.89053094,0.705405,0.8563131,0.8147794,0.80784637,0.763521,0.84526354,0.6181985,0.85567963,0.8170325,0.8159584,0.81402683,0.906633
Procore,0.94379973,0.8467766,0.7164967,0.77144706,0.85184866,0.6245021,0.60230696,0.633669,0.70610476,0.7235896,0.76005197,0.7467766,0.6624859,0.6670245,0.9225606,0.6749513,0.8014126,0.62095255,0.7448852,0.75195813,0.78688663,0.81958026,0.89339375,0.71423113,0.91066414,0.77801585,0.5954356,0.7488588,0.8270009,0.936228,0.7355307,0.64395404,0.6497834,0.837065,0.64063954,0.6123899,0.71907544,0.76071244,0.68767947,0.8300823,0.77200294,0.8022018,0.71015525,0.6805313,0.72766495,0.7079278,0.75825554,0.71085215,0.78648883,0.8075774,0.0,0.57998616,0.59166753,0.96930724,1.0084943,0.8035588,0.8083386,0.7591119,0.7261409,0.7219922,0.7422428,0.66493076,0.63596493,0.32904428,0.63191664,0.7967006,0.70022255,0.8455594,0.9598643,0.70445216,0.64623976,0.79715174,0.8005262,0.50632155,0.820611,0.66795003,0.793246,0.7998406,0.7982856,0.26443875,0.85064936
Hugging Face,0.68939567,0.6642369,0.44355637,0.56567645,0.63801575,0.47337854,0.16047287,0.31101584,0.44530743,0.37791634,0.4359994,0.53046834,0.39603192,0.5319319,0.79925025,0.5443709,0.5398166,0.41422153,0.70452166,0.38807452,0.7014804,0.5820958,0.6174215,0.39070284,0.8690198,0.6064985,0.37545526,0.64699376,0.4679219,1.015279,0.595797,0.39156812,0.6911814,0.6377431,0.6318612,0.49566984,0.7188808,0.6007833,0.56482327,0.6029942,0.46238637,0.43241978,0.5263332,0.54576886,0.5045483,0.32356685,0.6693405,0.5721966,0.6184296,0.6773481,0.57998616,0.0,0.48334098,0.77805513,0.90676713,0.7842369,0.5381416,0.57750833,0.47689813,0.48379874,0.6146389,0.5711789,0.5247104,0.5648122,0.5494549,0.8085181,0.46871787,0.6153126,0.7932677,0.34932846,0.73422265,0.47428417,0.47186393,0.6320709,0.55573845,0.41217154,0.7258331,0.47511113,0.4675482,0.6345454,0.60576713
Sakana AI,0.8507172,0.69965243,0.4330774,0.64258015,0.8281108,0.6320142,0.4672941,0.47194362,0.4822498,0.58594584,0.61196655,0.49808973,0.40025043,0.5751221,0.87440753,0.6200943,0.4833048,0.43295926,0.87450516,0.6110402,0.7314349,0.59600496,0.6590826,0.5158005,0.8510512,0.6471609,0.51525563,0.5615968,0.57136023,0.914231,0.6362976,0.6203511,0.7090404,0.77122056,0.708315,0.68571365,0.7262289,0.4831323,0.47113436,0.6067419,0.3227641,0.7069982,0.6987896,0.5984112,0.46367848,0.4408934,0.68638396,0.6828129,0.73683286,0.7518947,0.59166753,0.48334098,0.0,0.9200912,1.0177522,0.78115946,0.62658066,0.8570458,0.6046275,0.7103629,0.7118653,0.53444755,0.5853783,0.7243909,0.6248322,0.79714835,0.57935876,0.6485082,0.9455294,0.5084564,0.84153336,0.63837075,0.62595487,0.7716509,0.58498526,0.41308117,0.69892716,0.6381004,0.6443685,0.75878334,0.5761622
Gousto,0.91401774,0.72988665,0.784353,0.8549142,0.7781044,0.88757885,0.8251756,0.7828213,0.9417725,0.80678767,0.58374476,0.9973361,0.85901356,0.9058709,0.8638687,0.77721745,0.83008933,0.74876964,0.7173587,0.93665165,0.9219102,0.8699254,0.842482,0.8924008,0.8548541,0.8884702,0.8423989,0.83551925,0.9658672,0.78503436,0.91132516,0.8713007,0.88176376,0.86814916,0.7440345,0.90196925,0.82115555,0.73728096,0.8331727,0.9261843,0.89321804,0.7886374,0.6798504,0.8793409,0.8319993,0.8767243,0.8889413,0.87255543,0.74601364,0.7749404,0.96930724,0.77805513,0.9200912,0.0,0.9496046,0.8618355,0.8326769,0.89304477,0.80202603,0.94967276,0.8045193,0.79640895,0.81758124,0.8481018,0.79541534,1.0319614,0.8495559,0.82428104,0.907458,0.8571346,0.7978235,0.9595134,0.95848864,0.7699618,0.9540893,0.8909116,0.8965813,0.9572846,0.95603275,0.94350517,0.88230485
Text,1.0468991,0.9898268,0.9491739,0.96574944,0.95399356,0.99071753,0.86646,1.0098537,0.90803343,0.8345649,0.96407634,0.9759155,0.9315816,0.867564,1.040773,0.8611496,0.9340162,0.92027044,0.8529115,0.83457863,0.8540197,0.8553953,1.0177917,0.8954505,1.0220064,1.0805398,0.9344518,0.98917514,0.9575011,1.0680753,0.85451055,0.8587328,1.0279458,1.0088993,0.9617293,1.0609981,0.8018168,1.0559858,0.8830103,0.8218267,0.9167034,0.8064395,0.9358285,0.9631512,0.96448237,0.9414187,0.9351525,0.86442864,0.9696231,0.8629074,1.0084943,0.90676713,1.0177522,0.9496046,0.0,0.93009883,0.958985,0.7422966,0.9031752,0.9665058,0.87963367,0.87840116,0.9438679,0.9468668,0.99390656,0.98271924,0.9870215,0.97623825,0.86945134,0.8922036,0.8687871,0.9602312,0.9560273,0.97216517,1.0106858,0.8918019,0.900444,0.94622695,0.94190204,1.0687802,1.08019
Fal,1.0034062,0.9001459,0.83292806,0.79022354,0.80682814,0.89242446,0.76111263,0.83254766,0.7451254,0.82255626,0.74117815,0.85500443,0.7970811,0.7562206,0.9783043,0.79011923,0.8177543,0.6781358,0.8365362,0.82341945,0.83604616,0.87756556,0.8855311,0.78346443,0.95970106,0.8218628,0.83763397,0.87025505,0.77997875,1.0463052,0.80254036,0.8207097,0.6628046,0.88445604,0.7742858,0.87313104,0.8353545,0.8493457,0.8705009,0.9055382,0.89613944,0.83127666,0.69951147,0.85449886,0.8156537,0.79355764,0.9079491,0.87005746,0.7236062,0.82848656,0.8035588,0.7842369,0.78115946,0.8618355,0.93009883,0.0,0.8586552,0.8590245,0.8464122,0.8180015,0.81958646,0.77345103,0.8080885,0.7880688,0.80076224,0.99053335,0.88899744,0.8066054,0.8092493,0.7548603,0.8367669,0.9289758,0.92863363,0.8701426,0.90775067,0.81000596,0.87659025,0.92088205,0.9198505,0.82401633,0.72993636
Owkin,0.93666977,0.798084,0.5410812,0.8569347,0.69078904,0.65090084,0.43472975,0.56280386,0.609071,0.5851054,0.58585787,0.49558187,0.6281109,0.6183032,0.86580217,0.6557652,0.6911762,0.5233397,0.6434362,0.42210174,0.68210685,0.6264888,0.6527772,0.4231611,0.9409594,0.65581715,0.68566597,0.6996371,0.74494463,0.9626937,0.76444376,0.50309956,0.76002383,0.7046399,0.6970832,0.6423402,0.81185955,0.5517565,0.6366191,0.62031674,0.649243,0.5847659,0.7526033,0.7174295,0.6682747,0.43237615,0.75134706,0.6188551,0.72521555,0.7325059,0.8083386,0.5381416,0.62658066,0.8326769,0.958985,0.8586552,0.0,0.710501,0.6828623,0.7689035,0.7189851,0.67790115,0.6775334,0.8151159,0.69996154,0.6529953,0.5873194,0.33499265,0.8510386,0.6723194,0.81966716,0.72130203,0.71214104,0.78998065,0.3923576,0.57549477,0.7142645,0.7086811,0.71133316,0.8478625,0.71744466
Indium,0.93425965,0.8145531,0.7617575,0.7509723,0.6336552,0.6609703,0.537499,0.7195232,0.7647333,0.7816251,0.70820177,0.7397328,0.7752921,0.72056895,0.9876222,0.66931915,0.8219801,0.63493395,0.6122316,0.6596978,0.6453958,0.6832042,0.89256495,0.66496515,1.1217256,0.6481644,0.7221088,0.7318475,0.8105311,1.0227715,0.7621059,0.54607856,0.7550336,0.7441962,0.74607325,0.8260126,0.77673936,0.8288405,0.68533313,0.63322264,0.7328882,0.64004993,0.69102156,0.59188396,0.8335944,0.6106018,0.66499305,0.5882292,0.66271615,0.7196795,0.7591119,0.57750833,0.8570458,0.89304477,0.7422966,0.8590245,0.710501,0.0,0.5888083,0.6711724,0.62413776,0.84045947,0.73614824,0.696195,0.62177455,0.7759422,0.72206664,0.6566019,0.8601568,0.5998642,0.82333726,0.7821405,0.77823037,0.76337934,0.7674825,0.66293454,0.7375061,0.783687,0.7697811,0.7195527,0.8371614
Lightspeed,0.9339293,0.76222193,0.5327075,0.65452296,0.60174644,0.5787852,0.43208683,0.5180827,0.6591948,0.58249426,0.56713736,0.5658396,0.64469874,0.6881473,0.70302093,0.61083645,0.49280524,0.5593132,0.61383504,0.5792861,0.66986084,0.56957746,0.7997044,0.6614919,0.9300463,0.5842235,0.56414354,0.60988724,0.70780444,1.1280301,0.577916,0.5196558,0.8226338,0.67181003,0.7086084,0.80377364,0.75586283,0.6429342,0.5358448,0.51402736,0.4724543,0.60360104,0.47461092,0.3989721,0.53534746,0.37333155,0.6150681,0.5215911,0.5935791,0.68363327,0.7261409,0.47689813,0.6046275,0.80202603,0.9031752,0.8464122,0.6828623,0.5888083,0.0,0.585003,0.6211419,0.59884846,0.41551775,0.67295384,0.49722737,0.71518254,0.57872754,0.7703796,0.8808465,0.5241221,0.6895981,0.6756549,0.666894,0.63846755,0.64427626,0.47817194,0.7261876,0.66239536,0.6713425,0.76064855,0.7778154
ARM Holdings,0.8448484,0.7063857,0.73382175,0.61973476,0.76418656,0.6344366,0.5251007,0.6173562,0.57071733,0.60335624,0.761856,0.6331842,0.6109732,0.72216237,0.88313645,0.7081348,0.7023611,0.6476972,0.87506294,0.6954849,0.7583078,0.810291,0.87039196,0.7028196,0.92398876,0.629956,0.56426585,0.6907051,0.61989427,1.0033342,0.78410876,0.65936816,0.8126538,0.7564494,0.66731286,0.81412333,0.8784514,0.83211184,0.6761542,0.79622823,0.62567365,0.79860055,0.6415037,0.5678769,0.54808694,0.5923817,0.6712334,0.61164486,0.6806159,0.8834136,0.7219922,0.48379874,0.7103629,0.94967276,0.9665058,0.8180015,0.7689035,0.6711724,0.585003,0.0,0.7353568,0.726925,0.49244213,0.62906444,0.62019473,0.8664479,0.653796,0.8235231,0.6066257,0.5821233,0.81496525,0.8281861,0.8207405,0.66116244,0.7476852,0.6040591,0.5804612,0.8133641,0.8146841,0.70888525,0.713138
Adobe,0.9064267,0.7973806,0.6607368,0.69868124,0.84740007,0.7524537,0.60747623,0.5806834,0.64241785,0.6672606,0.6757618,0.71742344,0.6528559,0.7260492,0.67177427,0.63857555,0.6971325,0.6959485,0.6213559,0.69485784,0.70040023,0.7100718,0.8066226,0.6816423,0.9141327,0.73137164,0.6757229,0.6704321,0.7734381,0.9641461,0.64651847,0.6274689,0.766752,0.811568,0.6863675,0.81505716,0.7882229,0.77256507,0.59133893,0.76299,0.71991205,0.8029271,0.78583837,0.76437736,0.7325865,0.54297686,0.7192724,0.4972427,0.7073655,0.9048385,0.7422428,0.6146389,0.7118653,0.8045193,0.87963367,0.81958646,0.7189851,0.62413776,0.6211419,0.7353568,0.0,0.7530782,0.7128285,0.62049985,0.5967889,0.78666663,0.8393379,0.86271167,0.9926313,0.6237791,0.70054173,0.8494899,0.8483721,0.7031417,0.6982689,0.73149395,0.76709104,0.8340293,0.8284191,0.65368295,0.6937786
H Company,0.7542418,0.787107,0.5696963,0.64698946,0.72818655,0.69822574,0.5064788,0.5604131,0.60155463,0.6827177,0.5941291,0.5158597,0.52412814,0.54813063,0.81913865,0.67526084,0.48345852,0.539428,0.79369164,0.6336616,0.622856,0.6794934,0.79502666,0.5810939,0.8051794,0.6993847,0.5297742,0.47686964,0.65799534,0.95512277,0.6150881,0.536203,0.82003427,0.73333704,0.5977419,0.66921747,0.6399615,0.53524804,0.50629765,0.7170527,0.44892937,0.5958225,0.69808644,0.65930164,0.42183584,0.56975234,0.55411506,0.6696595,0.51505727,0.70568943,0.66493076,0.5711789,0.53444755,0.79640895,0.87840116,0.77345103,0.67790115,0.84045947,0.59884846,0.726925,0.7530782,0.0,0.58262396,0.54746187,0.68997896,0.8274395,0.61110675,0.66230565,0.8957092,0.5741424,0.68923235,0.7234849,0.7189311,0.6043174,0.7437422,0.5533173,0.82978326,0.71172225,0.72435105,0.67957675,0.6673603
Apollo,0.91134065,0.7613177,0.6113708,0.60533756,0.7292213,0.6811434,0.4813556,0.6148523,0.6675629,0.6392784,0.7047694,0.6069337,0.63848865,0.733541,0.7447297,0.6739042,0.60519654,0.53293335,0.6752187,0.6290747,0.6564334,0.66086936,0.8666343,0.72923815,0.97359985,0.57726574,0.6259313,0.63567877,0.70604444,1.0639635,0.6424131,0.50660837,0.8151343,0.8255384,0.54918844,0.80451906,0.73668474,0.6403725,0.60124147,0.54724544,0.50847,0.65631574,0.4474067,0.5237746,0.59485114,0.5204566,0.6384126,0.5766685,0.6798439,0.7685537,0.63596493,0.5247104,0.5853783,0.81758124,0.9438679,0.8080885,0.6775334,0.73614824,0.41551775,0.49244213,0.7128285,0.58262396,0.0,0.6037173,0.5209627,0.70132643,0.5590697,0.7298659,0.8140434,0.55195725,0.5738605,0.6569092,0.65651494,0.29809403,0.7024317,0.5016117,0.68863493,0.6463109,0.6692492,0.66164535,0.7116989
BuildOps,0.7722278,0.67306197,0.68973184,0.7119697,0.78041357,0.6074843,0.5952543,0.6222855,0.67768455,0.6881948,0.7188465,0.69707537,0.6517992,0.53796935,0.89082754,0.6462767,0.71147704,0.6370063,0.69306767,0.7753079,0.68873507,0.7364401,0.815879,0.67475086,0.9312514,0.7123846,0.5917095,0.5644548,0.69073784,1.0040429,0.6513827,0.6108985,0.69778794,0.85698634,0.64703894,0.71528214,0.6740875,0.71069306,0.596419,0.8512093,0.71980923,0.8004956,0.6631725,0.6942997,0.57774717,0.707773,0.5411673,0.61851573,0.51030517,0.7908434,0.32904428,0.5648122,0.7243909,0.8481018,0.9468668,0.7880688,0.8151159,0.696195,0.67295384,0.62906444,0.62049985,0.54746187,0.6037173,0.0,0.5787839,0.7918501,0.62562513,0.7643362,0.7765667,0.64587927,0.574371,0.8560116,0.85723853,0.48260522,0.8359413,0.6407947,0.75400776,0.84596634,0.8589645,0.2463615,0.8257264
Clay,0.8859087,0.67269343,0.57231116,0.7697078,0.73676944,0.5429417,0.51662207,0.6085887,0.76273155,0.678356,0.7066678,0.58433557,0.59946513,0.7138628,0.77609056,0.5874988,0.7166829,0.6157658,0.6305129,0.68863183,0.878038,0.66904765,0.89714694,0.7425197,0.89657784,0.6094133,0.5827193,0.65960956,0.83873063,1.0792615,0.58379006,0.6044546,0.76155883,0.9109061,0.614233,0.73754114,0.6719688,0.7420573,0.61410433,0.62851214,0.63973576,0.7774468,0.5449022,0.5229249,0.6798262,0.59697247,0.64715314,0.6281445,0.57294524,0.7901796,0.63191664,0.5494549,0.6248322,0.79541534,0.99390656,0.80076224,0.69996154,0.62177455,0.49722737,0.62019473,0.5967889,0.68997896,0.5209627,0.5787839,0.0,0.71653354,0.7346642,0.8008083,0.9297818,0.6021834,0.6688856,0.81420124,0.7982495,0.64423466,0.8248609,0.6599951,0.78075254,0.80755925,0.811568,0.63000846,0.7544695
DentalMonitoring,1.1602156,0.98200595,0.755933,0.9850926,0.82456684,0.9477759,0.68236065,0.87689626,0.9363605,0.87162983,0.8197701,0.7932793,0.8212906,0.80632854,0.9086777,0.84975815,0.7957166,0.80931777,0.8046789,0.70475197,0.84836805,0.69722885,0.94855237,0.8097355,1.0435774,0.73899007,0.9145031,0.7829991,0.87799627,1.1074224,0.80857193,0.5873736,0.85787255,1.0207126,0.858877,0.91604155,0.7943623,0.85920525,0.7497004,0.6397185,0.8242892,0.8557907,0.7544319,0.6295222,0.87737453,0.7190248,0.787789,0.76925576,0.84835005,0.85806406,0.7967006,0.8085181,0.79714835,1.0319614,0.98271924,0.99053335,0.6529953,0.7759422,0.71518254,0.8664479,0.78666663,0.8274395,0.70132643,0.7918501,0.71653354,0.0,0.8448319,0.7929609,1.0066674,0.77278227,0.8569051,0.88661355,0.87931454,0.8438185,0.6661211,0.71483004,0.8021047,0.87975717,0.88553405,0.8470301,0.91875994
Black Forest AI GmbH,0.7429248,0.74675107,0.5256721,0.6750337,0.66458154,0.5922691,0.5146389,0.49156696,0.5771453,0.61115074,0.59915197,0.54524755,0.57980716,0.5213752,0.9088064,0.65065926,0.56762266,0.5307636,0.7804341,0.5284356,0.69352245,0.6227022,0.6215857,0.47530097,0.98308104,0.59851575,0.56913596,0.6631264,0.6548301,0.9109451,0.72258186,0.6091149,0.78504586,0.7639524,0.74415976,0.5933435,0.7272227,0.620752,0.5980784,0.6184321,0.5514126,0.54781187,0.61685044,0.6559801,0.5288271,0.5135491,0.62681973,0.67557144,0.594964,0.710722,0.70022255,0.46871787,0.57935876,0.8495559,0.9870215,0.88899744,0.5873194,0.72206664,0.57872754,0.653796,0.8393379,0.61110675,0.5590697,0.62562513,0.7346642,0.8448319,0.0,0.64489996,0.74462533,0.59983647,0.73020625,0.6468271,0.6524055,0.68413204,0.6445203,0.46997207,0.7322539,0.65582645,0.6450388,0.692017,0.6952995
Aqemia,0.93026495,0.69633234,0.5351934,0.79393137,0.7459224,0.69795454,0.56712115,0.6022594,0.60863346,0.67784536,0.67014587,0.53713036,0.6748453,0.6215898,0.959212,0.7492827,0.72546554,0.59857595,0.6995239,0.51483953,0.7941275,0.6481108,0.5508512,0.425026,1.06217,0.7520548,0.79203564,0.64326954,0.6641594,0.9878684,0.80723226,0.6164331,0.7496828,0.7566705,0.6840792,0.66357744,0.8038215,0.5650906,0.59285396,0.64672875,0.61383057,0.61874926,0.7562083,0.7416574,0.6562625,0.53609294,0.76951194,0.7166933,0.65684474,0.6881188,0.8455594,0.6153126,0.6485082,0.82428104,0.97623825,0.8066054,0.33499265,0.6566019,0.7703796,0.8235231,0.86271167,0.66230565,0.7298659,0.7643362,0.8008083,0.7929609,0.64489996,0.0,0.6958452,0.65664196,0.9017853,0.72278786,0.7121505,0.7799492,0.5392097,0.65390015,0.65452087,0.71886075,0.7299198,0.8588196,0.7407528
Qualcomm,0.9777369,0.7339203,0.8349314,0.7246207,0.83312553,0.8814476,0.86896604,0.8618594,0.7228749,0.72024286,0.9510675,0.8080567,0.9310901,0.76411057,0.9359401,0.84913766,0.89818114,0.77376014,0.8973676,0.7481055,0.90626097,0.9622792,0.6990086,0.7703604,1.1135072,0.88320494,0.7155782,0.80080473,0.7889632,1.0184181,0.903482,0.90732884,0.925452,0.9683992,0.8686984,0.8966899,0.90222853,0.9321421,0.8257615,0.9855551,0.89347005,0.92300063,0.9047054,0.9202468,0.79668283,0.8504467,0.8418931,0.8467166,0.85439,0.89053094,0.9598643,0.7932677,0.9455294,0.907458,0.86945134,0.8092493,0.8510386,0.8601568,0.8808465,0.6066257,0.9926313,0.8957092,0.8140434,0.7765667,0.9297818,1.0066674,0.74462533,0.6958452,0.0,0.8673168,0.87171996,0.91407794,0.92690504,0.8332333,0.85222363,0.86869246,0.66372645,0.9123393,0.91039795,0.9529674,0.8735884
Appen,0.7284806,0.70734835,0.4870636,0.57115996,0.69309413,0.64563453,0.33673072,0.477086,0.6004716,0.6565783,0.55181515,0.58315146,0.36164308,0.64375985,0.89371943,0.62282455,0.56802493,0.49393833,0.70091605,0.61330324,0.6869144,0.53664744,0.7012192,0.5334989,0.96637636,0.5877309,0.46642977,0.57074684,0.51752603,1.0860631,0.49310088,0.4980712,0.6951986,0.71179414,0.656502,0.6582527,0.7297237,0.6024909,0.47961128,0.54727936,0.39690542,0.61057377,0.5924059,0.5500984,0.55412006,0.42468673,0.6155195,0.6789798,0.6161119,0.705405,0.70445216,0.34932846,0.5084564,0.8571346,0.8922036,0.7548603,0.6723194,0.5998642,0.5241221,0.5821233,0.6237791,0.5741424,0.55195725,0.64587927,0.6021834,0.77278227,0.59983647,0.65664196,0.8673168,0.0,0.6391275,0.45517814,0.44333786,0.7286166,0.7258965,0.45585912,0.67312217,0.444696,0.44926602,0.73336375,0.4633425
Qualified,0.79067445,0.8137406,0.68123305,0.84270173,0.87358296,0.7591647,0.6922693,0.7035401,0.8432717,0.788923,0.84331536,0.8250971,0.78291696,0.69361,0.8237473,0.7341665,0.79622567,0.746112,0.7464337,0.7820673,0.7563589,0.8407646,0.8356134,0.77736497,0.95311904,0.79885733,0.6990226,0.7761335,0.91731536,0.96334934,0.5996194,0.6354337,0.8903421,0.9630446,0.76776093,0.70057786,0.6050346,0.8198238,0.7690778,0.7355451,0.84810823,0.76089334,0.7391479,0.83982587,0.80056274,0.79089975,0.73419976,0.7761147,0.77102864,0.8563131,0.64623976,0.73422265,0.84153336,0.7978235,0.8687871,0.8367669,0.81966716,0.82333726,0.6895981,0.81496525,0.70054173,0.68923235,0.5738605,0.574371,0.6688856,0.8569051,0.73020625,0.9017853,0.87171996,0.6391275,0.0,0.81386614,0.81848305,0.5348449,0.92289174,0.814286,0.8945349,0.8072464,0.8188516,0.66619325,0.827209
Xelix,0.69158196,0.9363265,0.71382034,0.7756811,0.8003564,0.76854384,0.51502764,0.6565112,0.74394095,0.64460593,0.724157,0.6971204,0.5356389,0.7790859,0.9574271,0.78911346,0.7447792,0.7143408,0.87977153,0.5932326,0.8625903,0.7853299,0.68450224,0.5508504,1.1150403,0.82062906,0.581108,0.83453155,0.7024814,1.0338038,0.75170314,0.6807877,0.8385027,0.73997796,0.8122205,0.6608201,0.939236,0.7352606,0.77008533,0.7334864,0.5424585,0.5854268,0.62582076,0.72492087,0.7464541,0.52756995,0.86678845,0.90179574,0.8723465,0.8147794,0.79715174,0.47428417,0.63837075,0.9595134,0.9602312,0.9289758,0.72130203,0.7821405,0.6756549,0.8281861,0.8494899,0.7234849,0.6569092,0.8560116,0.81420124,0.88661355,0.6468271,0.72278786,0.91407794,0.45517814,0.81386614,0.0,0.0053115487,0.73803306,0.7632655,0.5383347,0.9326631,0.010815382,0.006085992,0.8518462,0.7534901
SiPearl,0.7034377,0.93549335,0.7016574,0.7788829,0.80289304,0.7626096,0.5036309,0.6400808,0.7350106,0.63642275,0.728896,0.6783328,0.53050554,0.78112507,0.9609372,0.78831136,0.7389823,0.7105987,0.87867653,0.5857786,0.8683797,0.76608574,0.6802202,0.5410588,1.1148679,0.8152343,0.5803062,0.82315224,0.7043282,1.0495222,0.75072366,0.67051095,0.83331513,0.73545194,0.8007693,0.66491175,0.94722277,0.73514724,0.7628332,0.7188769,0.53048015,0.5905592,0.62935454,0.71346927,0.7473146,0.5161308,0.8634446,0.8920982,0.8697713,0.80784637,0.8005262,0.47186393,0.62595487,0.95848864,0.9560273,0.92863363,0.71214104,0.77823037,0.666894,0.8207405,0.8483721,0.7189311,0.65651494,0.85723853,0.7982495,0.87931454,0.6524055,0.7121505,0.92690504,0.44333786,0.81848305,0.0053115487,0.0,0.7465726,0.7518774,0.5276269,0.925265,0.0072323084,0.010365963,0.85565394,0.7465931
Cognism,0.8488399,0.7811689,0.73604035,0.75973785,0.8313909,0.6672472,0.6247016,0.69441485,0.73700356,0.6177505,0.74968636,0.7679116,0.77905315,0.70191056,0.83991945,0.7511672,0.70261204,0.6819521,0.7469418,0.743868,0.7941488,0.86132544,0.87441516,0.7595638,0.95980984,0.7499653,0.6657623,0.71981555,0.78295547,0.92799115,0.7923507,0.65846264,0.7756252,0.8537757,0.5643182,0.725755,0.78637475,0.7754022,0.7055092,0.8928544,0.733704,0.77505475,0.6209969,0.67756236,0.660475,0.6585328,0.6908519,0.60695827,0.783739,0.763521,0.50632155,0.6320709,0.7716509,0.7699618,0.97216517,0.8701426,0.78998065,0.76337934,0.63846755,0.66116244,0.7031417,0.6043174,0.29809403,0.48260522,0.64423466,0.8438185,0.68413204,0.7799492,0.8332333,0.7286166,0.5348449,0.73803306,0.7465726,0.0,0.75568616,0.759016,0.806087,0.73952997,0.7495408,0.5154678,0.89125043
